64	64_39249	1.00000000 0.69314718 0.11111111 0.10536052 26.51759954 8.16710469 26.47885854 0.59354307 7.29352273 5.08989707 1.00000000 0.69314718 0.00917431 0.00913248 20.40576090 6.71511103 18.60089606 0.02690139 2.97204820 0.09270961 7.50623000 2.01573334 -5.64784000 -5.45475000 -5.73773000	2
64	64_39250	1.00000000 0.69314718 0.33333333 0.28768207 26.51759954 8.16710469 26.47885854 1.23290255 7.29352273 6.18439514 4.00000000 1.60943791 0.05714286 0.05556985 20.40576090 6.71511103 18.60089606 0.31831023 26.23618943 3.12956137 11.39850000 2.43348177 -5.55834000 -5.42697000 -5.50741000	2
64	64_826	1.00000000 0.69314718 0.07142857 0.06899287 26.51759954 8.16710469 26.47885854 0.41934560 7.29352273 4.65147995 3.00000000 1.79175947 0.03947368 0.03904757 20.40576090 6.71511103 18.60089606 0.20225868 16.45972480 2.65622498 12.58500000 2.53250563 -5.12222000 -5.01515000 -5.19181000	2
64	64_3024	0.00000000 0.00000000 0.00000000 0.00000000 26.51759954 8.16710469 26.47885854 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 20.40576090 6.71511103 18.60089606 0.00000000 0.00000000 0.00000000 3.18098000 1.15718933 -9.49097000 -9.22971000 -9.60073000	0
64	64_4556	0.00000000 0.00000000 0.00000000 0.00000000 26.51759954 8.16710469 26.47885854 0.00000000 0.00000000 0.00000000 1.00000000 0.69314718 0.01063830 0.01058211 20.40576090 6.71511103 18.60089606 0.06745031 6.55904736 1.62342286 3.18098000 1.15718933 -9.49097000 -5.80704000 -9.60073000	0
64	64_5239	1.00000000 0.69314718 0.12500000 0.11778304 26.51759954 8.16710469 26.47885854 0.64798785 7.29352273 5.20699558 1.00000000 0.69314718 0.01666667 0.01652930 20.40576090 6.71511103 18.60089606 0.10374492 6.55904736 1.99836502 9.04955000 2.20271503 -5.69997000 -5.59587000 -5.81043000	1
64	64_5416	1.00000000 0.69314718 0.11111111 0.10536052 26.51759954 8.16710469 26.47885854 0.39650078 4.37952236 2.28036210 5.00000000 1.79175947 0.03571429 0.03509132 20.40576090 6.71511103 18.60089606 0.10088062 14.86024101 0.32075229 3.18098000 1.15718933 -9.49097000 -9.22971000 -9.60073000	0
64	64_6949	1.00000000 0.69314718 0.16666667 0.15415068 26.51759954 8.16710469 26.47885854 0.79551743 7.29352273 5.49330718 1.00000000 0.69314718 0.02127660 0.02105341 20.40576090 6.71511103 18.60089606 0.13063713 6.55904736 2.21275140 9.59928000 2.26168810 -5.56401000 -5.54609000 -5.65121000	2
64	64_41282	0.00000000 0.00000000 0.00000000 0.00000000 26.51759954 8.16710469 26.47885854 0.00000000 0.00000000 0.00000000 2.00000000 1.38629436 0.03846154 0.03809639 20.40576090 6.71511103 18.60089606 0.11786283 6.31367829 0.53531157 6.65107000 1.89477774 -5.75504000 -5.73696000 -9.60073000	2
64	64_7611	1.00000000 0.69314718 0.14285714 0.13353139 26.51759954 8.16710469 26.47885854 0.71389633 7.29352273 5.33984197 0.00000000 0.00000000 0.00000000 0.00000000 20.40576090 6.71511103 18.60089606 0.00000000 0.00000000 0.00000000 10.16340000 2.31879303 -5.11075000 -5.28002000 -5.28002000	2
64	64_41379	1.00000000 0.69314718 0.25000000 0.22314355 26.51759954 8.16710469 26.47885854 0.76696069 4.61284807 3.25634926 2.00000000 1.38629436 0.04444444 0.04395781 20.40576090 6.71511103 18.60089606 0.20769582 9.90067744 2.64645316 12.28680000 2.50852552 -4.86009000 -4.86214000 -4.93540000	0
64	64_8873	0.00000000 0.00000000 0.00000000 0.00000000 26.51759954 8.16710469 26.47885854 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 20.40576090 6.71511103 18.60089606 0.00000000 0.00000000 0.00000000 3.18098000 1.15718933 -9.49097000 -9.22971000 -9.60073000	2
64	64_9521	0.00000000 0.00000000 0.00000000 0.00000000 26.51759954 8.16710469 26.47885854 0.00000000 0.00000000 0.00000000 4.00000000 1.60943791 0.05714286 0.05556985 20.40576090 6.71511103 18.60089606 0.31831023 26.23618943 3.12956137 10.83430000 2.38271703 -5.61908000 -5.47697000 -5.62795000	2
64	64_10751	0.00000000 0.00000000 0.00000000 0.00000000 26.51759954 8.16710469 26.47885854 0.00000000 0.00000000 0.00000000 4.00000000 1.60943791 0.02877698 0.02837070 20.40576090 6.71511103 18.60089606 0.17290197 26.23618943 2.48579139 9.35852000 2.23628716 -9.49097000 -5.60729000 -5.81993000	0
64	64_12139	0.00000000 0.00000000 0.00000000 0.00000000 26.51759954 8.16710469 26.47885854 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 20.40576090 6.71511103 18.60089606 0.00000000 0.00000000 0.00000000 3.18098000 1.15718933 -9.49097000 -9.22971000 -9.60073000	0
64	64_42908	1.00000000 0.69314718 0.20000000 0.18232156 26.51759954 8.16710469 26.47885854 0.89963460 7.29352273 5.67494280 2.00000000 1.09861229 0.02222222 0.02197891 20.40576090 6.71511103 18.60089606 0.13606521 13.11809471 2.25157036 9.52592000 2.25401650 -9.49097000 -5.58167000 -5.75901000	2
64	64_43386	0.00000000 0.00000000 0.00000000 0.00000000 26.51759954 8.16710469 26.47885854 0.00000000 0.00000000 0.00000000 2.00000000 1.38629436 0.02857143 0.02836927 20.40576090 6.71511103 18.60089606 0.13620021 9.90067744 2.13755793 9.69258000 2.27136064 -5.21220000 -5.15312000 -5.26266000	2
64	64_15694	0.00000000 0.00000000 0.00000000 0.00000000 26.51759954 8.16710469 26.47885854 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 20.40576090 6.71511103 18.60089606 0.00000000 0.00000000 0.00000000 3.18098000 1.15718933 -9.49097000 -9.22971000 -9.60073000	0
64	64_16735	1.00000000 0.69314718 0.20000000 0.18232156 26.51759954 8.16710469 26.47885854 0.89963460 7.29352273 5.67494280 3.00000000 1.79175947 0.04285714 0.04235551 20.40576090 6.71511103 18.60089606 0.15939940 11.62203348 2.06182863 12.07030000 2.49074789 -5.15979000 -5.09376000 -5.11455000	1
64	64_52766	2.00000000 1.38629436 0.22222222 0.21072103 26.51759954 8.16710469 26.47885854 0.75122640 8.22500898 4.08278680 5.00000000 2.89037176 0.03424658 0.03403727 20.40576090 6.71511103 18.60089606 0.12279431 18.30529365 1.64624788 11.56030000 2.44757681 -4.83258000 -4.77380000 -4.73438000	0
64	64_21869	1.00000000 0.69314718 0.16666667 0.15415068 26.51759954 8.16710469 26.47885854 0.79551743 7.29352273 5.49330718 2.00000000 1.09861229 0.04255319 0.04167270 20.40576090 6.71511103 18.60089606 0.24616327 13.11809471 2.84964604 10.73370000 2.37338832 -5.48299000 -5.46508000 -5.62916000	2
